Module,Endpoint,Method,Scenario,StatusCode,ElapsedMs,Result,Summary
health,/api/health,GET,no_auth,200,5.2,PASS,"Health Basic"
health,/api/health,GET,with_auth,200,5.4,PASS,"Health Basic"
health,/api/health,GET,bad_params,200,5.0,WARN,"Health Basic"
health,/api/health,GET,wrong_auth,200,4.9,PASS,"Health Basic"
health,/api/v1/health,GET,no_auth,200,4.9,PASS,"Health Basic"
health,/api/v1/health,GET,with_auth,200,4.9,PASS,"Health Basic"
health,/api/v1/health,GET,bad_params,200,7.3,WARN,"Health Basic"
health,/api/v1/health,GET,wrong_auth,200,5.2,PASS,"Health Basic"
health,/api/health/ready,GET,no_auth,200,13.9,PASS,"Health Ready"
health,/api/health/ready,GET,with_auth,200,14.7,PASS,"Health Ready"
health,/api/health/ready,GET,bad_params,200,15.9,WARN,"Health Ready"
health,/api/health/ready,GET,wrong_auth,200,13.0,PASS,"Health Ready"
health,/api/v1/health/ready,GET,no_auth,200,12.9,PASS,"Health Ready"
health,/api/v1/health/ready,GET,with_auth,200,13.4,PASS,"Health Ready"
health,/api/v1/health/ready,GET,bad_params,200,12.9,WARN,"Health Ready"
health,/api/v1/health/ready,GET,wrong_auth,200,12.6,PASS,"Health Ready"
health,/api/health/live,GET,no_auth,200,1.3,PASS,"Health Live"
health,/api/health/live,GET,with_auth,200,1.2,PASS,"Health Live"
health,/api/health/live,GET,bad_params,200,1.2,WARN,"Health Live"
health,/api/health/live,GET,wrong_auth,200,1.2,PASS,"Health Live"
health,/api/v1/health/live,GET,no_auth,200,1.3,PASS,"Health Live"
health,/api/v1/health/live,GET,with_auth,200,1.1,PASS,"Health Live"
health,/api/v1/health/live,GET,bad_params,200,1.3,WARN,"Health Live"
health,/api/v1/health/live,GET,wrong_auth,200,1.1,PASS,"Health Live"
health,/api/v1/health/metrics-summary,GET,no_auth,200,5.6,PASS,"Health Metrics Summary"
health,/api/v1/health/metrics-summary,GET,with_auth,200,7.0,PASS,"Health Metrics Summary"
health,/api/v1/health/metrics-summary,GET,bad_params,200,5.6,WARN,"Health Metrics Summary"
health,/api/v1/health/metrics-summary,GET,wrong_auth,200,5.3,PASS,"Health Metrics Summary"
robustness,/api/v1/robustness/stats,GET,no_auth,200,1.8,PASS,"Robustness Stats"
robustness,/api/v1/robustness/stats,GET,with_auth,200,1.4,PASS,"Robustness Stats"
robustness,/api/v1/robustness/stats,GET,bad_params,200,1.1,WARN,"Robustness Stats"
robustness,/api/v1/robustness/stats,GET,wrong_auth,200,1.1,PASS,"Robustness Stats"
3d,/api/3d/scenes,GET,no_auth,200,1.3,PASS,"List Scenes"
3d,/api/3d/scenes,GET,with_auth,200,1.2,PASS,"List Scenes"
3d,/api/3d/scenes,GET,bad_params,200,1.3,WARN,"List Scenes"
3d,/api/3d/scenes,GET,wrong_auth,200,1.2,PASS,"List Scenes"
3d,/api/3d/scenes,POST,no_auth,422,20.9,PASS,"Create Scene"
3d,/api/3d/scenes,POST,with_auth,422,17.9,PASS,"Create Scene"
3d,/api/3d/scenes,POST,bad_params,200,19.7,WARN,"Create Scene"
3d,/api/3d/scenes,POST,wrong_auth,422,16.0,PASS,"Create Scene"
3d,/api/3d/scenes/{scene_id},GET,no_auth,404,2.2,PASS,"Get Scene"
3d,/api/3d/scenes/{scene_id},GET,with_auth,404,1.7,PASS,"Get Scene"
3d,/api/3d/scenes/{scene_id},GET,bad_params,404,2.3,PASS,"Get Scene"
3d,/api/3d/scenes/{scene_id},GET,wrong_auth,404,1.6,PASS,"Get Scene"
3d,/api/3d/scenes/{scene_id},PUT,no_auth,422,17.3,PASS,"Update Scene"
3d,/api/3d/scenes/{scene_id},PUT,with_auth,422,17.6,PASS,"Update Scene"
3d,/api/3d/scenes/{scene_id},PUT,bad_params,404,17.1,PASS,"Update Scene"
3d,/api/3d/scenes/{scene_id},PUT,wrong_auth,422,16.6,PASS,"Update Scene"
3d,/api/3d/scenes/{scene_id},DELETE,no_auth,404,18.1,PASS,"Delete Scene"
3d,/api/3d/scenes/{scene_id},DELETE,with_auth,404,17.1,PASS,"Delete Scene"
3d,/api/3d/scenes/{scene_id},DELETE,bad_params,404,17.8,PASS,"Delete Scene"
3d,/api/3d/scenes/{scene_id},DELETE,wrong_auth,404,17.5,PASS,"Delete Scene"
3d,/api/3d/scenes/{scene_id}/avatars,POST,no_auth,422,17.8,PASS,"Add Avatar"
3d,/api/3d/scenes/{scene_id}/avatars,POST,with_auth,422,17.3,PASS,"Add Avatar"
3d,/api/3d/scenes/{scene_id}/avatars,POST,bad_params,404,18.2,PASS,"Add Avatar"
3d,/api/3d/scenes/{scene_id}/avatars,POST,wrong_auth,422,17.1,PASS,"Add Avatar"
3d,/api/3d/scenes/{scene_id}/avatars/{avatar_id},DELETE,no_auth,404,16.1,PASS,"Remove Avatar"
3d,/api/3d/scenes/{scene_id}/avatars/{avatar_id},DELETE,with_auth,404,19.6,PASS,"Remove Avatar"
3d,/api/3d/scenes/{scene_id}/avatars/{avatar_id},DELETE,bad_params,404,17.9,PASS,"Remove Avatar"
3d,/api/3d/scenes/{scene_id}/avatars/{avatar_id},DELETE,wrong_auth,404,20.1,PASS,"Remove Avatar"
3d,/api/3d/cameras/presets,GET,no_auth,200,1.5,PASS,"List Camera Presets"
3d,/api/3d/cameras/presets,GET,with_auth,200,1.4,PASS,"List Camera Presets"
3d,/api/3d/cameras/presets,GET,bad_params,200,1.2,WARN,"List Camera Presets"
3d,/api/3d/cameras/presets,GET,wrong_auth,200,1.2,PASS,"List Camera Presets"
3d,/api/3d/scenes/{scene_id}/cameras,POST,no_auth,422,17.8,PASS,"Add Camera"
3d,/api/3d/scenes/{scene_id}/cameras,POST,with_auth,422,15.7,PASS,"Add Camera"
3d,/api/3d/scenes/{scene_id}/cameras,POST,bad_params,404,20.1,PASS,"Add Camera"
3d,/api/3d/scenes/{scene_id}/cameras,POST,wrong_auth,422,15.3,PASS,"Add Camera"
3d,/api/3d/scenes/{scene_id}/cameras/{camera_id},DELETE,no_auth,404,18.7,PASS,"Remove Camera"
3d,/api/3d/scenes/{scene_id}/cameras/{camera_id},DELETE,with_auth,404,15.7,PASS,"Remove Camera"
3d,/api/3d/scenes/{scene_id}/cameras/{camera_id},DELETE,bad_params,404,15.4,PASS,"Remove Camera"
3d,/api/3d/scenes/{scene_id}/cameras/{camera_id},DELETE,wrong_auth,404,15.0,PASS,"Remove Camera"
3d,/api/3d/scenes/{scene_id}/hotspots,POST,no_auth,422,18.9,PASS,"Add Hotspot"
3d,/api/3d/scenes/{scene_id}/hotspots,POST,with_auth,422,14.9,PASS,"Add Hotspot"
3d,/api/3d/scenes/{scene_id}/hotspots,POST,bad_params,404,17.4,PASS,"Add Hotspot"
3d,/api/3d/scenes/{scene_id}/hotspots,POST,wrong_auth,422,15.5,PASS,"Add Hotspot"
3d,/api/3d/scenes/{scene_id}/keyframes,POST,no_auth,422,21.2,PASS,"Add Keyframe"
3d,/api/3d/scenes/{scene_id}/keyframes,POST,with_auth,422,17.3,PASS,"Add Keyframe"
3d,/api/3d/scenes/{scene_id}/keyframes,POST,bad_params,404,16.4,PASS,"Add Keyframe"
3d,/api/3d/scenes/{scene_id}/keyframes,POST,wrong_auth,422,15.2,PASS,"Add Keyframe"
3d,/api/3d/scenes/{scene_id}/masks,POST,no_auth,422,19.3,PASS,"Add Mask"
3d,/api/3d/scenes/{scene_id}/masks,POST,with_auth,422,14.8,PASS,"Add Mask"
3d,/api/3d/scenes/{scene_id}/masks,POST,bad_params,404,21.9,PASS,"Add Mask"
3d,/api/3d/scenes/{scene_id}/masks,POST,wrong_auth,422,18.5,PASS,"Add Mask"
3d,/api/3d/poses,GET,no_auth,200,2.0,PASS,"List Poses"
3d,/api/3d/poses,GET,with_auth,200,1.5,PASS,"List Poses"
3d,/api/3d/poses,GET,bad_params,200,3.2,WARN,"List Poses"
3d,/api/3d/poses,GET,wrong_auth,200,3.2,PASS,"List Poses"
3d,/api/3d/poses/tags,GET,no_auth,200,1.3,PASS,"List Pose Tags"
3d,/api/3d/poses/tags,GET,with_auth,200,1.3,PASS,"List Pose Tags"
3d,/api/3d/poses/tags,GET,bad_params,200,1.1,WARN,"List Pose Tags"
3d,/api/3d/poses/tags,GET,wrong_auth,200,1.2,PASS,"List Pose Tags"
3d,/api/3d/poses/infer,POST,no_auth,422,19.6,PASS,"Infer Pose"
3d,/api/3d/poses/infer,POST,with_auth,422,22.3,PASS,"Infer Pose"
3d,/api/3d/poses/infer,POST,bad_params,200,18.2,WARN,"Infer Pose"
3d,/api/3d/poses/infer,POST,wrong_auth,422,17.6,PASS,"Infer Pose"
3d,/api/3d/actions/parse,POST,no_auth,422,20.5,PASS,"Parse Action"
3d,/api/3d/actions/parse,POST,with_auth,422,16.7,PASS,"Parse Action"
3d,/api/3d/actions/parse,POST,bad_params,200,15.3,WARN,"Parse Action"
3d,/api/3d/actions/parse,POST,wrong_auth,422,15.9,PASS,"Parse Action"
3d,/api/3d/actions/keyframes,POST,no_auth,422,17.3,PASS,"Build Keyframes"
3d,/api/3d/actions/keyframes,POST,with_auth,422,16.7,PASS,"Build Keyframes"
3d,/api/3d/actions/keyframes,POST,bad_params,200,16.4,WARN,"Build Keyframes"
3d,/api/3d/actions/keyframes,POST,wrong_auth,422,16.6,PASS,"Build Keyframes"
cloud,/api/cloud/storage/status,GET,no_auth,200,3.3,PASS,"Get Storage Status"
cloud,/api/cloud/storage/status,GET,with_auth,200,3.1,PASS,"Get Storage Status"
cloud,/api/cloud/storage/status,GET,bad_params,200,3.3,WARN,"Get Storage Status"
cloud,/api/cloud/storage/status,GET,wrong_auth,200,3.3,PASS,"Get Storage Status"
cloud,/api/cloud/storage/settings,POST,no_auth,422,16.8,PASS,"Update Storage Settings"
cloud,/api/cloud/storage/settings,POST,with_auth,422,16.5,PASS,"Update Storage Settings"
cloud,/api/cloud/storage/settings,POST,bad_params,200,18.5,WARN,"Update Storage Settings"
cloud,/api/cloud/storage/settings,POST,wrong_auth,422,16.6,PASS,"Update Storage Settings"
cloud,/api/cloud/storage/test,POST,no_auth,422,18.7,PASS,"Test Storage"
cloud,/api/cloud/storage/test,POST,with_auth,422,16.4,PASS,"Test Storage"
cloud,/api/cloud/storage/test,POST,bad_params,404,18.3,PASS,"Test Storage"
cloud,/api/cloud/storage/test,POST,wrong_auth,422,16.8,PASS,"Test Storage"
cloud,/api/cloud/storage/upload,POST,no_auth,422,16.8,PASS,"Upload To Storage"
cloud,/api/cloud/storage/upload,POST,with_auth,422,15.9,PASS,"Upload To Storage"
cloud,/api/cloud/storage/upload,POST,bad_params,404,19.5,PASS,"Upload To Storage"
cloud,/api/cloud/storage/upload,POST,wrong_auth,422,16.1,PASS,"Upload To Storage"
imdf_media,/imdf/media/upload,POST,no_auth,422,17.6,PASS,"Handle Upload"
imdf_media,/imdf/media/upload,POST,with_auth,422,18.4,PASS,"Handle Upload"
imdf_media,/imdf/media/upload,POST,bad_params,422,16.6,PASS,"Handle Upload"
imdf_media,/imdf/media/upload,POST,wrong_auth,422,15.1,PASS,"Handle Upload"
imdf_media,/imdf/media/list,GET,no_auth,200,5.2,PASS,"List Output Files"
imdf_media,/imdf/media/list,GET,with_auth,200,4.8,PASS,"List Output Files"
imdf_media,/imdf/media/list,GET,bad_params,200,5.0,WARN,"List Output Files"
imdf_media,/imdf/media/list,GET,wrong_auth,200,4.8,PASS,"List Output Files"
imdf_media,/imdf/media/upload-base64,POST,no_auth,422,14.6,PASS,"Upload Base64"
imdf_media,/imdf/media/upload-base64,POST,with_auth,422,20.2,PASS,"Upload Base64"
imdf_media,/imdf/media/upload-base64,POST,bad_params,422,21.4,PASS,"Upload Base64"
imdf_media,/imdf/media/upload-base64,POST,wrong_auth,422,17.5,PASS,"Upload Base64"
imdf_media,/imdf/media/thumbnail,GET,no_auth,422,1.8,PASS,"Get Thumbnail"
imdf_media,/imdf/media/thumbnail,GET,with_auth,422,1.8,PASS,"Get Thumbnail"
imdf_media,/imdf/media/thumbnail,GET,bad_params,422,1.8,PASS,"Get Thumbnail"
imdf_media,/imdf/media/thumbnail,GET,wrong_auth,422,1.6,PASS,"Get Thumbnail"
imdf_media,/imdf/media/duck-decode,POST,no_auth,422,16.6,PASS,"Duck Decode"
imdf_media,/imdf/media/duck-decode,POST,with_auth,422,17.2,PASS,"Duck Decode"
imdf_media,/imdf/media/duck-decode,POST,bad_params,400,16.8,PASS,"Duck Decode"
imdf_media,/imdf/media/duck-decode,POST,wrong_auth,422,17.1,PASS,"Duck Decode"
imdf_media,/imdf/media/save-to-disk,POST,no_auth,422,16.2,PASS,"Save To Disk"
imdf_media,/imdf/media/save-to-disk,POST,with_auth,422,16.1,PASS,"Save To Disk"
imdf_media,/imdf/media/save-to-disk,POST,bad_params,422,16.0,PASS,"Save To Disk"
imdf_media,/imdf/media/save-to-disk,POST,wrong_auth,422,16.3,PASS,"Save To Disk"
imdf_library,/imdf/library/categories,GET,no_auth,200,22.3,PASS,"List Categories"
imdf_library,/imdf/library/categories,GET,with_auth,200,23.1,PASS,"List Categories"
imdf_library,/imdf/library/categories,GET,bad_params,200,26.2,WARN,"List Categories"
imdf_library,/imdf/library/categories,GET,wrong_auth,200,24.8,PASS,"List Categories"
imdf_library,/imdf/library/categories,POST,no_auth,422,16.9,PASS,"Create Category"
imdf_library,/imdf/library/categories,POST,with_auth,422,17.8,PASS,"Create Category"
imdf_library,/imdf/library/categories,POST,bad_params,422,17.0,PASS,"Create Category"
imdf_library,/imdf/library/categories,POST,wrong_auth,422,17.1,PASS,"Create Category"
imdf_library,/imdf/library/items,GET,no_auth,200,24.4,PASS,"List Items"
imdf_library,/imdf/library/items,GET,with_auth,200,26.9,PASS,"List Items"
imdf_library,/imdf/library/items,GET,bad_params,200,23.6,WARN,"List Items"
imdf_library,/imdf/library/items,GET,wrong_auth,200,23.8,PASS,"List Items"
imdf_library,/imdf/library/items/add,POST,no_auth,422,18.5,PASS,"Add Item"
imdf_library,/imdf/library/items/add,POST,with_auth,422,18.0,PASS,"Add Item"
imdf_library,/imdf/library/items/add,POST,bad_params,400,18.1,PASS,"Add Item"
imdf_library,/imdf/library/items/add,POST,wrong_auth,422,18.0,PASS,"Add Item"
imdf_library,/imdf/library/file/{item_id},GET,no_auth,404,23.7,PASS,"Serve File"
imdf_library,/imdf/library/file/{item_id},GET,with_auth,404,35.9,PASS,"Serve File"
imdf_library,/imdf/library/file/{item_id},GET,bad_params,404,26.5,PASS,"Serve File"
imdf_library,/imdf/library/file/{item_id},GET,wrong_auth,404,25.3,PASS,"Serve File"
imdf_library,/imdf/library/thumb/{item_id},GET,no_auth,404,31.8,PASS,"Serve Thumb"
imdf_library,/imdf/library/thumb/{item_id},GET,with_auth,404,25.4,PASS,"Serve Thumb"
imdf_library,/imdf/library/thumb/{item_id},GET,bad_params,404,28.5,PASS,"Serve Thumb"
imdf_library,/imdf/library/thumb/{item_id},GET,wrong_auth,404,27.6,PASS,"Serve Thumb"
imdf_config,/imdf/config,GET,no_auth,200,5.3,PASS,"Get Settings"
imdf_config,/imdf/config,GET,with_auth,200,4.1,PASS,"Get Settings"
imdf_config,/imdf/config,GET,bad_params,200,3.3,WARN,"Get Settings"
imdf_config,/imdf/config,GET,wrong_auth,200,3.7,PASS,"Get Settings"
imdf_config,/imdf/config,PUT,no_auth,422,20.5,PASS,"Update Settings"
imdf_config,/imdf/config,PUT,with_auth,422,22.6,PASS,"Update Settings"
imdf_config,/imdf/config,PUT,bad_params,200,23.3,WARN,"Update Settings"
imdf_config,/imdf/config,PUT,wrong_auth,422,18.7,PASS,"Update Settings"
imdf_config,/imdf/config/raw,GET,no_auth,200,3.0,PASS,"Get Raw Settings"
imdf_config,/imdf/config/raw,GET,with_auth,200,3.0,PASS,"Get Raw Settings"
imdf_config,/imdf/config/raw,GET,bad_params,200,3.0,WARN,"Get Raw Settings"
imdf_config,/imdf/config/raw,GET,wrong_auth,200,2.7,PASS,"Get Raw Settings"
imdf_config,/imdf/config/tool-categories,GET,no_auth,200,3.0,PASS,"List Tool Categories"
imdf_config,/imdf/config/tool-categories,GET,with_auth,200,3.1,PASS,"List Tool Categories"
imdf_config,/imdf/config/tool-categories,GET,bad_params,200,3.6,WARN,"List Tool Categories"
imdf_config,/imdf/config/tool-categories,GET,wrong_auth,200,5.2,PASS,"List Tool Categories"
imdf_config,/imdf/config/tool-categories,POST,no_auth,422,22.4,PASS,"Create Tool Category"
imdf_config,/imdf/config/tool-categories,POST,with_auth,422,19.0,PASS,"Create Tool Category"
imdf_config,/imdf/config/tool-categories,POST,bad_params,422,19.6,PASS,"Create Tool Category"
imdf_config,/imdf/config/tool-categories,POST,wrong_auth,422,15.4,PASS,"Create Tool Category"
imdf_config,/imdf/config/tool-categories/{cat_id},PUT,no_auth,422,17.3,PASS,"Update Tool Category"
imdf_config,/imdf/config/tool-categories/{cat_id},PUT,with_auth,422,16.5,PASS,"Update Tool Category"
imdf_config,/imdf/config/tool-categories/{cat_id},PUT,bad_params,422,17.7,PASS,"Update Tool Category"
imdf_config,/imdf/config/tool-categories/{cat_id},PUT,wrong_auth,422,17.5,PASS,"Update Tool Category"
imdf_config,/imdf/config/tool-categories/{cat_id},DELETE,no_auth,404,22.6,PASS,"Delete Tool Category"
imdf_config,/imdf/config/tool-categories/{cat_id},DELETE,with_auth,404,19.7,PASS,"Delete Tool Category"
imdf_config,/imdf/config/tool-categories/{cat_id},DELETE,bad_params,404,17.7,PASS,"Delete Tool Category"
imdf_config,/imdf/config/tool-categories/{cat_id},DELETE,wrong_auth,404,17.8,PASS,"Delete Tool Category"
imdf_config,/imdf/config/tool-categories/reorder,POST,no_auth,422,14.3,PASS,"Reorder Tool Categories"
imdf_config,/imdf/config/tool-categories/reorder,POST,with_auth,422,16.0,PASS,"Reorder Tool Categories"
imdf_config,/imdf/config/tool-categories/reorder,POST,bad_params,422,15.0,PASS,"Reorder Tool Categories"
imdf_config,/imdf/config/tool-categories/reorder,POST,wrong_auth,422,22.0,PASS,"Reorder Tool Categories"
imdf_config,/imdf/config/tool-apps,GET,no_auth,200,4.0,PASS,"List Tool Apps"
imdf_config,/imdf/config/tool-apps,GET,with_auth,200,3.7,PASS,"List Tool Apps"
imdf_config,/imdf/config/tool-apps,GET,bad_params,200,3.2,WARN,"List Tool Apps"
imdf_config,/imdf/config/tool-apps,GET,wrong_auth,200,3.5,PASS,"List Tool Apps"
imdf_config,/imdf/config/tool-apps,POST,no_auth,422,16.3,PASS,"Create Tool App"
imdf_config,/imdf/config/tool-apps,POST,with_auth,422,15.1,PASS,"Create Tool App"
imdf_config,/imdf/config/tool-apps,POST,bad_params,400,15.8,PASS,"Create Tool App"
imdf_config,/imdf/config/tool-apps,POST,wrong_auth,422,15.3,PASS,"Create Tool App"
imdf_config,/imdf/config/tool-apps/{app_id},PUT,no_auth,422,14.9,PASS,"Update Tool App"
imdf_config,/imdf/config/tool-apps/{app_id},PUT,with_auth,422,17.3,PASS,"Update Tool App"
imdf_config,/imdf/config/tool-apps/{app_id},PUT,bad_params,307,19.2,WARN,"Update Tool App"
imdf_config,/imdf/config/tool-apps/{app_id},PUT,wrong_auth,422,32.4,PASS,"Update Tool App"
imdf_config,/imdf/config/tool-apps/{app_id},DELETE,no_auth,404,23.5,PASS,"Delete Tool App"
imdf_config,/imdf/config/tool-apps/{app_id},DELETE,with_auth,404,18.7,PASS,"Delete Tool App"
imdf_config,/imdf/config/tool-apps/{app_id},DELETE,bad_params,307,17.1,WARN,"Delete Tool App"
imdf_config,/imdf/config/tool-apps/{app_id},DELETE,wrong_auth,404,21.1,PASS,"Delete Tool App"
imdf_config,/imdf/config/tool-apps/reorder,POST,no_auth,422,16.0,PASS,"Reorder Tool Apps"
imdf_config,/imdf/config/tool-apps/reorder,POST,with_auth,422,17.0,PASS,"Reorder Tool Apps"
imdf_config,/imdf/config/tool-apps/reorder,POST,bad_params,422,16.1,PASS,"Reorder Tool Apps"
imdf_config,/imdf/config/tool-apps/reorder,POST,wrong_auth,422,18.0,PASS,"Reorder Tool Apps"
imdf_config,/imdf/config/tools/export,GET,no_auth,200,5.6,PASS,"Export Tools"
imdf_config,/imdf/config/tools/export,GET,with_auth,200,6.6,PASS,"Export Tools"
imdf_config,/imdf/config/tools/export,GET,bad_params,200,6.4,WARN,"Export Tools"
imdf_config,/imdf/config/tools/export,GET,wrong_auth,200,6.5,PASS,"Export Tools"
imdf_config,/imdf/config/tools/import,POST,no_auth,422,15.2,PASS,"Import Tools"
imdf_config,/imdf/config/tools/import,POST,with_auth,422,19.1,PASS,"Import Tools"
imdf_config,/imdf/config/tools/import,POST,bad_params,200,21.1,WARN,"Import Tools"
imdf_config,/imdf/config/tools/import,POST,wrong_auth,422,15.9,PASS,"Import Tools"
imdf_canvas,/imdf/canvas,GET,no_auth,200,3.2,PASS,"List Boards"
imdf_canvas,/imdf/canvas,GET,with_auth,200,2.8,PASS,"List Boards"
imdf_canvas,/imdf/canvas,GET,bad_params,200,2.9,WARN,"List Boards"
imdf_canvas,/imdf/canvas,GET,wrong_auth,200,2.7,PASS,"List Boards"
imdf_canvas,/imdf/canvas,POST,no_auth,422,15.5,PASS,"Create Board"
imdf_canvas,/imdf/canvas,POST,with_auth,422,15.8,PASS,"Create Board"
imdf_canvas,/imdf/canvas,POST,bad_params,200,25.4,WARN,"Create Board"
imdf_canvas,/imdf/canvas,POST,wrong_auth,422,15.7,PASS,"Create Board"
imdf_canvas,/imdf/canvas/{board_id},GET,no_auth,404,2.3,PASS,"Get Board"
imdf_canvas,/imdf/canvas/{board_id},GET,with_auth,404,2.2,PASS,"Get Board"
imdf_canvas,/imdf/canvas/{board_id},GET,bad_params,404,2.2,PASS,"Get Board"
imdf_canvas,/imdf/canvas/{board_id},GET,wrong_auth,404,2.1,PASS,"Get Board"
imdf_canvas,/imdf/canvas/{board_id},PUT,no_auth,422,38.7,PASS,"Update Board"
imdf_canvas,/imdf/canvas/{board_id},PUT,with_auth,422,17.0,PASS,"Update Board"
imdf_canvas,/imdf/canvas/{board_id},PUT,bad_params,200,23.9,WARN,"Update Board"
imdf_canvas,/imdf/canvas/{board_id},PUT,wrong_auth,422,15.4,PASS,"Update Board"
imdf_canvas,/imdf/canvas/{board_id},DELETE,no_auth,200,23.1,PASS,"Delete Board"
imdf_canvas,/imdf/canvas/{board_id},DELETE,with_auth,200,20.2,PASS,"Delete Board"
imdf_canvas,/imdf/canvas/{board_id},DELETE,bad_params,200,20.5,WARN,"Delete Board"
imdf_canvas,/imdf/canvas/{board_id},DELETE,wrong_auth,200,19.7,PASS,"Delete Board"
imdf_canvas,/imdf/canvas/{board_id}/auto-save,POST,no_auth,422,14.5,PASS,"Auto Save Board"
imdf_canvas,/imdf/canvas/{board_id}/auto-save,POST,with_auth,422,16.2,PASS,"Auto Save Board"
imdf_canvas,/imdf/canvas/{board_id}/auto-save,POST,bad_params,200,30.6,WARN,"Auto Save Board"
imdf_canvas,/imdf/canvas/{board_id}/auto-save,POST,wrong_auth,422,15.6,PASS,"Auto Save Board"
imdf_canvas,/imdf/canvas/{board_id}/name,PATCH,no_auth,422,16.5,PASS,"Rename Board"
imdf_canvas,/imdf/canvas/{board_id}/name,PATCH,with_auth,422,15.2,PASS,"Rename Board"
imdf_canvas,/imdf/canvas/{board_id}/name,PATCH,bad_params,404,17.7,PASS,"Rename Board"
imdf_canvas,/imdf/canvas/{board_id}/name,PATCH,wrong_auth,422,18.1,PASS,"Rename Board"
imdf_theme,/imdf/theme/templates,GET,no_auth,200,8.8,PASS,"List Theme Templates"
imdf_theme,/imdf/theme/templates,GET,with_auth,200,9.0,PASS,"List Theme Templates"
imdf_theme,/imdf/theme/templates,GET,bad_params,200,9.1,WARN,"List Theme Templates"
imdf_theme,/imdf/theme/templates,GET,wrong_auth,200,10.4,PASS,"List Theme Templates"
imdf_theme,/imdf/theme/templates/import,POST,no_auth,422,16.7,PASS,"Import Theme Template"
imdf_theme,/imdf/theme/templates/import,POST,with_auth,422,16.4,PASS,"Import Theme Template"
imdf_theme,/imdf/theme/templates/import,POST,bad_params,400,15.9,PASS,"Import Theme Template"
imdf_theme,/imdf/theme/templates/import,POST,wrong_auth,422,15.7,PASS,"Import Theme Template"
imdf_theme,/imdf/theme/templates/{tid},PUT,no_auth,422,18.9,PASS,"Update Theme Template"
imdf_theme,/imdf/theme/templates/{tid},PUT,with_auth,422,17.2,PASS,"Update Theme Template"
imdf_theme,/imdf/theme/templates/{tid},PUT,bad_params,307,15.7,WARN,"Update Theme Template"
imdf_theme,/imdf/theme/templates/{tid},PUT,wrong_auth,422,15.9,PASS,"Update Theme Template"
imdf_theme,/imdf/theme/templates/{tid},DELETE,no_auth,404,18.6,PASS,"Delete Theme Template"
imdf_theme,/imdf/theme/templates/{tid},DELETE,with_auth,404,21.7,PASS,"Delete Theme Template"
imdf_theme,/imdf/theme/templates/{tid},DELETE,bad_params,307,15.3,WARN,"Delete Theme Template"
imdf_theme,/imdf/theme/templates/{tid},DELETE,wrong_auth,404,21.5,PASS,"Delete Theme Template"
imdf_theme,/imdf/theme/templates/{tid}/export,GET,no_auth,404,5.2,PASS,"Export Theme Template"
imdf_theme,/imdf/theme/templates/{tid}/export,GET,with_auth,404,4.8,PASS,"Export Theme Template"
imdf_theme,/imdf/theme/templates/{tid}/export,GET,bad_params,404,1.9,PASS,"Export Theme Template"
imdf_theme,/imdf/theme/templates/{tid}/export,GET,wrong_auth,404,5.1,PASS,"Export Theme Template"
imdf_provider,/imdf/provider/test,POST,no_auth,422,15.5,PASS,"Test Provider"
imdf_provider,/imdf/provider/test,POST,with_auth,422,16.6,PASS,"Test Provider"
imdf_provider,/imdf/provider/test,POST,bad_params,404,17.1,PASS,"Test Provider"
imdf_provider,/imdf/provider/test,POST,wrong_auth,422,16.0,PASS,"Test Provider"
imdf_provider,/imdf/provider/llm,POST,no_auth,422,59.3,PASS,"Call Llm"
imdf_provider,/imdf/provider/llm,POST,with_auth,422,19.9,PASS,"Call Llm"
imdf_provider,/imdf/provider/llm,POST,bad_params,400,29.0,PASS,"Call Llm"
imdf_provider,/imdf/provider/llm,POST,wrong_auth,422,17.0,PASS,"Call Llm"
imdf_provider,/imdf/provider/image,POST,no_auth,422,15.4,PASS,"Call Image"
imdf_provider,/imdf/provider/image,POST,with_auth,422,14.6,PASS,"Call Image"
imdf_provider,/imdf/provider/image,POST,bad_params,400,15.7,PASS,"Call Image"
imdf_provider,/imdf/provider/image,POST,wrong_auth,422,13.6,PASS,"Call Image"
imdf_provider,/imdf/provider/video,POST,no_auth,422,14.1,PASS,"Call Video"
imdf_provider,/imdf/provider/video,POST,with_auth,422,14.1,PASS,"Call Video"
imdf_provider,/imdf/provider/video,POST,bad_params,400,15.9,PASS,"Call Video"
imdf_provider,/imdf/provider/video,POST,wrong_auth,422,30.6,PASS,"Call Video"
imdf_image,/imdf/image/resize,POST,no_auth,422,19.9,PASS,"Resize Image"
imdf_image,/imdf/image/resize,POST,with_auth,422,18.3,PASS,"Resize Image"
imdf_image,/imdf/image/resize,POST,bad_params,500,7.9,WARN,"Resize Image"
imdf_image,/imdf/image/resize,POST,wrong_auth,422,16.5,PASS,"Resize Image"
imdf_image,/imdf/image/crop,POST,no_auth,422,17.1,PASS,"Crop Image"
imdf_image,/imdf/image/crop,POST,with_auth,422,20.0,PASS,"Crop Image"
imdf_image,/imdf/image/crop,POST,bad_params,500,7.8,WARN,"Crop Image"
imdf_image,/imdf/image/crop,POST,wrong_auth,422,19.5,PASS,"Crop Image"
imdf_image,/imdf/image/grid-compose,POST,no_auth,422,15.3,PASS,"Grid Compose"
imdf_image,/imdf/image/grid-compose,POST,with_auth,422,20.4,PASS,"Grid Compose"
